"SampleID","TaxaID","N_Taxa","file_taxatrans","file_attributes","Match_Official","PHYLUM","SUBPHYLUM","CLASS","SUBCLASS","ORDER","FAMILY","FFG","TOLVAL","HABIT","NONTARGET"
"410634-7/25/23","Polycentropodidae",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Polycentropodidae","PR",5.5,"CN",FALSE
"410634-7/25/23","Sialidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Megaloptera","Sialidae","PR",5.1,"BU",FALSE
"410634-7/25/23","Simuliidae",15,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Simulidae","CF",4.2,"CN",FALSE
"410695-8/29/23","Amphipoda",171,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Amphipoda","","SH",6.2,"",FALSE
"410695-8/29/23","Baetidae",27,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","CG",4.6,"CN;SW",FALSE
"410695-8/29/23","Belostomatidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Belostomatidae","PR",9.9,"CB;SW",FALSE
"410695-8/29/23","Chironomidae",12,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Chironomidae","CG",5.5,"",FALSE
"410695-8/29/23","Coenagrionidae",17,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Coenagrionidae","PR",8.1,"CB;SP",FALSE
"410695-8/29/23","Corixidae",21,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Corixidae","CG",8.2,"SW",FALSE
"410695-8/29/23","Haliplidae",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Haliplidae","SH",7.3,"",FALSE
"410695-8/29/23","Hydropsychidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Hydropsychidae","CF",2.7,"CN",FALSE
"410695-8/29/23","Isonychiidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Isonychiidae","CF",2.8,"SW",FALSE
"410695-8/29/23","Oligochaeta",9,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Annelida","","Oligochaeta","","Haplotaxida","","CG",NA,"BU",FALSE
"410695-8/29/23","Physidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Physidae","SC",8,"CB",FALSE
"410695-8/29/23","Planorbidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Planorbidae","SC",6.5,"CB",FALSE
"410695-8/29/23","Simuliidae",6,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Simulidae","CF",4.2,"CN",FALSE
"410695-8/29/23","Tipulidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Tipulidae","CG",4,"BU",FALSE
"410695-8/29/23","Turbellaria",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Platyhelminthes","","Turbellaria","","","","CG",NA,"",FALSE
"410695-8/29/23","Veliidae",9,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Veliidae","PR",6.3,"SK",FALSE
"410750-8/10/23","Amphipoda",51,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Amphipoda","","SH",6.2,"",FALSE
"410750-8/10/23","Ancylidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Ancylidae","SC",6.7,"CB;CN",FALSE
"410750-8/10/23","Baetidae",39,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","CG",4.6,"CN;SW",FALSE
"410750-8/10/23","Caenidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Caenidae","CG",4.2,"BU;SP",FALSE
"410750-8/10/23","Calopterygidae",19,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Calopterygidae","PR",6.1,"CB;CN",FALSE
"410750-8/10/23","Chironomidae",37,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Chironomidae","CG",5.5,"",FALSE
"410750-8/10/23","Coenagrionidae",4,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Coenagrionidae","PR",8.1,"CB;SP",FALSE
"410750-8/10/23","Decapoda",9,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Decapoda","Decapoda","CG",6.4,"",FALSE
"410750-8/10/23","Elmidae",5,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Elmidae","CG",4,"CN",FALSE
"410750-8/10/23","Gerridae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Gerridae","PR",5.7,"SK",FALSE
"410750-8/10/23","Heptageniidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Heptageniidae","SC",1.9,"CN",FALSE
"410750-8/10/23","Hydracarina",19,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Arachnida","","","","PR",5.5,"",FALSE
"410750-8/10/23","Hydropsychidae",31,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Hydropsychidae","CF",2.7,"CN",FALSE
"410750-8/10/23","Hydroptilidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Hydroptilidae","SC",4,"CN",FALSE
"410750-8/10/23","Isopoda",11,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Isopoda","","SH",7.6,"",FALSE
"410750-8/10/23","Leptoceridae",11,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Leptoceridae","SH",3.6,"SP;SW",FALSE
"410750-8/10/23","Limnephilidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Limnephilidae","SH",2.8,"SP",FALSE
"410750-8/10/23","Oligochaeta",5,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Annelida","","Oligochaeta","","Haplotaxida","","CG",NA,"BU",FALSE
"410750-8/10/23","Physidae",16,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Physidae","SC",8,"CB",FALSE
"410750-8/10/23","Pisidiidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Bivalvia","","Veneroida","Pisidiidae","CF",6.6,"BU",FALSE
"410750-8/10/23","Simuliidae",8,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Simulidae","CF",4.2,"CN",FALSE
"410750-8/10/23","Veliidae",4,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Veliidae","PR",6.3,"SK",FALSE
"410750-8/10/23","Viviparidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Architaenioglossa","Viviparidae","SC",4.3,"CB",FALSE
"410751-7/25/23","Aeshnidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Aeshnidae","PR",5.7,"CB;CN",FALSE
"410751-7/25/23","Amphipoda",52,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Amphipoda","","SH",6.2,"",FALSE
"410751-7/25/23","Ancylidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Ancylidae","SC",6.7,"CB;CN",FALSE
"410751-7/25/23","Baetidae",4,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","CG",4.6,"CN;SW",FALSE
"410751-7/25/23","Calopterygidae",5,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Calopterygidae","PR",6.1,"CB;CN",FALSE
"410751-7/25/23","Chironomidae",22,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Chironomidae","CG",5.5,"",FALSE
"410751-7/25/23","Cordulegastridae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Cordulegastridae","PR",2.9,"BU",FALSE
"410751-7/25/23","Corydalidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Megaloptera","Corydalidae","PR",4.9,"CN",FALSE
"410751-7/25/23","Decapoda",14,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Decapoda","Decapoda","CG",6.4,"",FALSE
"410751-7/25/23","Elmidae",23,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Elmidae","CG",4,"CN",FALSE
"410751-7/25/23","Ephemerellidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Ephemerellidae","SC",2.2,"CN",FALSE
"410751-7/25/23","Ephemeridae",6,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Ephemeridae","CG",3,"BU",FALSE
"410751-7/25/23","Gerridae",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Gerridae","PR",5.7,"SK",FALSE
"410751-7/25/23","Glossosomatidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Glossosomatidae","SC",0.6,"CN",FALSE
"410751-7/25/23","Gomphidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Gomphidae","PR",4,"BU",FALSE
"410751-7/25/23","Heptageniidae",26,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Heptageniidae","SC",1.9,"CN",FALSE
"410751-7/25/23","Hydracarina",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Arachnida","","","","PR",5.5,"",FALSE
"410751-7/25/23","Hydropsychidae",22,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Hydropsychidae","CF",2.7,"CN",FALSE
"410751-7/25/23","Isonychiidae",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Isonychiidae","CF",2.8,"SW",FALSE
"410751-7/25/23","Limnephilidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Limnephilidae","SH",2.8,"SP",FALSE
"410751-7/25/23","Mesoveliidae",11,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Mesoveliidae","PR",NA,"SK",FALSE
"410751-7/25/23","Oligochaeta",6,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Annelida","","Oligochaeta","","Haplotaxida","","CG",NA,"BU",FALSE
"410751-7/25/23","Perlidae",5,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Plecoptera","Perlidae","PR",1.8,"CN",FALSE
"410751-7/25/23","Philopotamidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Philopotamidae","CF",1.4,"CN",FALSE
"410751-7/25/23","Phryganeidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Phryganeidae","SH",4.5,"CB;CN",FALSE
"410751-7/25/23","Physidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Physidae","SC",8,"CB",FALSE
"410751-7/25/23","Pisidiidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Bivalvia","","Veneroida","Pisidiidae","CF",6.6,"BU",FALSE
"410751-7/25/23","Pleuroceridae",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Neotaenioglossa","Pleuroceridae","SC",3.6,"CB",FALSE
"410751-7/25/23","Polycentropodidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Polycentropodidae","PR",5.5,"CN",FALSE
"410751-7/25/23","Psephenidae",13,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Psephenidae","SH;SC",3.9,"CN",FALSE
"410751-7/25/23","Sialidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Megaloptera","Sialidae","PR",5.1,"BU",FALSE
"410751-7/25/23","Tabanidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Tabanidae","PR",6.3,"SP",FALSE
"410751-7/25/23","Tipulidae",6,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Tipulidae","CG",4,"BU",FALSE
"410751-7/25/23","Unionidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Bivalvia","","Unionoida","Unionidae","CF",5,"BU",FALSE
"410759-8/10/23","Aeshnidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Aeshnidae","PR",5.7,"CB;CN",FALSE
"410759-8/10/23","Amphipoda",44,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Amphipoda","","SH",6.2,"",FALSE
"410759-8/10/23","Baetidae",8,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","CG",4.6,"CN;SW",FALSE
"410759-8/10/23","Brachycentridae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Brachycentridae","CF",1,"CN",FALSE
"410759-8/10/23","Calopterygidae",36,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Calopterygidae","PR",6.1,"CB;CN",FALSE
"410759-8/10/23","Chironomidae",14,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Chironomidae","CG",5.5,"",FALSE
"410759-8/10/23","Coenagrionidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Coenagrionidae","PR",8.1,"CB;SP",FALSE
"410759-8/10/23","Corixidae",13,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Corixidae","CG",8.2,"SW",FALSE
"410759-8/10/23","Culicidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Culicidae","CF",8.1,"SW",FALSE
"410759-8/10/23","Decapoda",7,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Decapoda","Decapoda","CG",6.4,"",FALSE
"410759-8/10/23","Dixidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Dixidae","CG",2.9,"SW",FALSE
"410759-8/10/23","Elmidae",5,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Elmidae","CG",4,"CN",FALSE
"410759-8/10/23","Gerridae",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Gerridae","PR",5.7,"SK",FALSE
"410759-8/10/23","Gomphidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Gomphidae","PR",4,"BU",FALSE
"410759-8/10/23","Heptageniidae",17,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Heptageniidae","SC",1.9,"CN",FALSE
"410759-8/10/23","Hirudinea",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Annelida","","Hirudinea","Hirudinea","","","PR",NA,"SP",FALSE
"410759-8/10/23","Hydracarina",10,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Arachnida","","","","PR",5.5,"",FALSE
"410759-8/10/23","Hydropsychidae",21,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Hydropsychidae","CF",2.7,"CN",FALSE
"410759-8/10/23","Leptoceridae",7,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Leptoceridae","SH",3.6,"SP;SW",FALSE
"410759-8/10/23","Leptophlebiidae",5,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Leptophlebiidae","CG",2.3,"CN;SW",FALSE
"410759-8/10/23","Limnephilidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Limnephilidae","SH",2.8,"SP",FALSE
"410759-8/10/23","Oligochaeta",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Annelida","","Oligochaeta","","Haplotaxida","","CG",NA,"BU",FALSE
"410759-8/10/23","Phryganeidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Phryganeidae","SH",4.5,"CB;CN",FALSE
"410759-8/10/23","Physidae",23,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Physidae","SC",8,"CB",FALSE
"410759-8/10/23","Pleidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Pleidae","PR",NA,"SW",FALSE
"410759-8/10/23","Psychomyiidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Psychomyiidae","SC",2.5,"CN",FALSE
"410759-8/10/23","Simuliidae",13,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Simulidae","CF",4.2,"CN",FALSE
"410759-8/10/23","Stratiomyidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Stratiomyidae","CG",6.1,"SP",FALSE
"410759-8/10/23","Tabanidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Tabanidae","PR",6.3,"SP",FALSE
"410759-8/10/23","Tipulidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Tipulidae","CG",4,"BU",FALSE
"410797-9/7/23","Amphipoda",26,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Amphipoda","","SH",6.2,"",FALSE
"410797-9/7/23","Ancylidae",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Ancylidae","SC",6.7,"CB;CN",FALSE
"410797-9/7/23","Baetidae",40,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","CG",4.6,"CN;SW",FALSE
"410797-9/7/23","Calopterygidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Calopterygidae","PR",6.1,"CB;CN",FALSE
"410797-9/7/23","Chironomidae",11,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Chironomidae","CG",5.5,"",FALSE
"410797-9/7/23","Corbicula",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Bivalvia","","Veneroida","Corbiculidae","CF",NA,"",FALSE
